b,k,periodo,estabilidad
ExactReal{Float64}(-9.75),ExactReal{Float64}(-24),2,"Inestable porque existe landa = [-2.64387, -2.64386]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-24.25),2,"Inestable porque existe landa = [-2.80669, -2.80668]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-24.5),2,"Inestable porque existe landa = [-2.96623, -2.96622]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-24.75),2,"Inestable porque existe landa = [-3.12258, -3.12257]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-24.75),4,"Inestable porque existe landa = [-30.9555, -30.9554]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-25),3,"Estable porque existe landa = [-0.0980622, -0.0980621]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-25),4,"Inestable porque existe landa = [-37.0667, -37.0666]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-25),5,"Inestable porque existe landa = [-22.3527, -22.3526]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-25.25),3,"Inestable porque existe landa = [4.60637, 4.60638]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-25.5),2,"Inestable porque existe landa = [-3.5734, -3.57339]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-25.75),2,"Inestable porque existe landa = [-3.71788, -3.71787]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-25.75),3,"Inestable porque existe landa = [-1.37713, -1.37712]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-26),2,"Inestable porque existe landa = [-3.8596, -3.85959]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-26),3,"Inestable porque existe landa = [-1.39451, -1.3945]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-26),4,"Inestable porque existe landa = [-60.1, -60.0999]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-26.25),2,"Inestable porque existe landa = [-3.99863, -3.99862]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-26.25),3,"Inestable porque existe landa = [10.0521, 10.0522]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-26.25),5,"Inestable porque existe landa = [324.014, 324.015]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-26.5),2,"Inestable porque existe landa = [-4.13506, -4.13505]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-26.5),3,"Inestable porque existe landa = [-1.26005, -1.26003]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-26.75),3,"Inestable porque existe landa = [-1.13937, -1.13935]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-27),3,"Estable porque existe landa = [-0.994719, -0.994718]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-27),5,"Inestable porque existe landa = [417.535, 417.536]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-27.25),2,"Inestable porque existe landa = [-4.52937, -4.52936]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-27.25),3,"Estable porque existe landa = [-0.831574, -0.831573]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-27.25),4,"Inestable porque existe landa = [-87.4022, -87.4021]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-27.75),2,"Inestable porque existe landa = [-4.78045, -4.78044]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-27.75),3,"Inestable porque existe landa = [16.3361, 16.3362]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-28),3,"Estable porque existe landa = [-0.26885, -0.268848]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-28),5,"Inestable porque existe landa = [-94.6373, -94.6372]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-28.25),2,"Inestable porque existe landa = [-5.02268, -5.02266]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-28.25),3,"Estable porque existe landa = [-0.0677876, -0.0677875]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-28.25),4,"Inestable porque existe landa = [-108.608, -108.607]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-28.5),2,"Inestable porque existe landa = [-5.14061, -5.1406]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-28.5),3,"Estable porque existe landa = [0.132738, 0.132739]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-28.5),5,"Inestable porque existe landa = [606.57, 606.571]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-28.75),2,"Inestable porque existe landa = [-5.25649, -5.25648]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-28.75),3,"Estable porque existe landa = [0.323304, 0.323305]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-28.75),4,"Inestable porque existe landa = [-119.046, -119.045]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-29),2,"Inestable porque existe landa = [-5.37038, -5.37037]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-29),3,"Estable porque existe landa = [0.482547, 0.482548]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-29.25),2,"Inestable porque existe landa = [-5.48233, -5.48232]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-29.25),3,"Estable porque existe landa = [0.564198, 0.564199]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-29.5),2,"Inestable porque existe landa = [-5.59239, -5.59238]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-29.5),3,"Estable porque existe landa = [0.521332, 0.521333]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-29.75),3,"Estable porque existe landa = [0.379637, 0.379638]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-30),2,"Inestable porque existe landa = [-5.80701, -5.807]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-30),3,"Inestable porque existe landa = [24.2802, 24.2803]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-30),4,"Inestable porque existe landa = [-144.7, -144.699]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-30.25),2,"Inestable porque existe landa = [-5.91167, -5.91166]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-30.25),3,"Inestable porque existe landa = [25.0922, 25.0923]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-30.5),2,"Inestable porque existe landa = [-6.01461, -6.0146]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-30.5),3,"Estable porque existe landa = [-0.227231, -0.22723]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-30.75),2,"Inestable porque existe landa = [-6.11588, -6.11587]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-30.75),3,"Estable porque existe landa = [-0.442473, -0.442472]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-31),2,"Inestable porque existe landa = [-6.21552, -6.21551]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-31),3,"Inestable porque existe landa = [27.4598, 27.4599]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-31),4,"Inestable porque existe landa = [-164.78, -164.778]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-31.25),3,"Estable porque existe landa = [-0.871365, -0.871364]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-31.25),5,"Inestable porque existe landa = [-187.298, -187.297]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-31.5),2,"Inestable porque existe landa = [-6.41006, -6.41005]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-31.5),3,"Inestable porque existe landa = [-1.08319, -1.08317]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-31.75),2,"Inestable porque existe landa = [-6.50503, -6.50502]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-31.75),3,"Inestable porque existe landa = [-1.29266, -1.29265]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-32),2,"Inestable porque existe landa = [-6.59853, -6.59852]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-32),3,"Inestable porque existe landa = [-1.49959, -1.49958]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-32.25),2,"Inestable porque existe landa = [-6.69057, -6.69056]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-32.25),3,"Inestable porque existe landa = [-1.70385, -1.70384]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-32.5),2,"Inestable porque existe landa = [-6.7812, -6.78119]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-32.5),3,"Inestable porque existe landa = [-1.90538, -1.90537]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-32.5),4,"Inestable porque existe landa = [-194.149, -194.148]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-32.75),3,"Inestable porque existe landa = [32.6317, 32.6318]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-32.75),5,"Inestable porque existe landa = [-233.058, -233.057]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-33),2,"Inestable porque existe landa = [-6.95835, -6.95834]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-33),3,"Inestable porque existe landa = [-2.30019, -2.30018]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-33),4,"Inestable porque existe landa = [-203.735, -203.734]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-33),5,"Inestable porque existe landa = [-240.785, -240.784]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-33.25),2,"Inestable porque existe landa = [-7.04493, -7.04492]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-33.25),3,"Inestable porque existe landa = [-2.49347, -2.49346]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-33.5),2,"Inestable porque existe landa = [-7.13022, -7.1302]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-33.5),3,"Inestable porque existe landa = [-2.68404, -2.68403]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-33.75),2,"Inestable porque existe landa = [-7.21424, -7.21423]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-33.75),3,"Inestable porque existe landa = [-2.87193, -2.87192]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-34),2,"Inestable porque existe landa = [-7.29703, -7.29702]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-34),3,"Inestable porque existe landa = [36.0634, 36.0635]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-34),5,"Inestable porque existe landa = [5.30183, 5.30184]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-34.25),3,"Inestable porque existe landa = [-3.2398, -3.23979]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-34.25),5,"Inestable porque existe landa = [-3.24392, -3.24391]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-34.5),2,"Inestable porque existe landa = [-7.45901, -7.459]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-34.5),3,"Inestable porque existe landa = [-3.41987, -3.41986]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-34.5),5,"Inestable porque existe landa = [11.6769, 11.677]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-34.75),2,"Inestable porque existe landa = [-7.53826, -7.53825]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-34.75),3,"Inestable porque existe landa = [-3.59743, -3.59742]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-34.75),5,"Inestable porque existe landa = [-3.44814, -3.44812]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-35),2,"Inestable porque existe landa = [-7.61637, -7.61636]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-35),4,"Inestable porque existe landa = [-241.036, -241.035]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-35.25),2,"Inestable porque existe landa = [-7.69338, -7.69337]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-35.25),3,"Inestable porque existe landa = [-3.94516, -3.94515]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-35.25),5,"Inestable porque existe landa = [18.8184, 18.8185]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-35.5),2,"Inestable porque existe landa = [-7.7693, -7.76929]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-35.5),3,"Inestable porque existe landa = [-4.11542, -4.11541]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-35.75),3,"Inestable porque existe landa = [-4.28335, -4.28334]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-35.75),5,"Inestable porque existe landa = [1543.15, 1543.16]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-36),2,"Inestable porque existe landa = [-7.91798, -7.91797]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-36),3,"Inestable porque existe landa = [-4.44898, -4.44897]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-36),4,"Estable porque existe landa = [-0.621076, -0.621075]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-36.25),2,"Inestable porque existe landa = [-7.99079, -7.99078]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-36.25),3,"Inestable porque existe landa = [-4.61236, -4.61235]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-36.25),4,"Inestable porque existe landa = [-263.492, -263.491]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-36.25),5,"Inestable porque existe landa = [-66.9083, -66.9082]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-36.5),2,"Inestable porque existe landa = [-8.0626, -8.06259]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-36.5),3,"Inestable porque existe landa = [-4.77353, -4.77352]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-36.5),4,"Estable porque existe landa = [-0.93958, -0.939579]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-36.75),2,"Inestable porque existe landa = [-8.13343, -8.13342]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-36.75),3,"Inestable porque existe landa = [42.9641, 42.9642]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-36.75),4,"Estable porque existe landa = [-0.897575, -0.897574]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-36.75),5,"Inestable porque existe landa = [-82.1965, -82.1964]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-37),2,"Inestable porque existe landa = [-8.20331, -8.20329]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-37),3,"Inestable porque existe landa = [43.5517, 43.5518]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-37),4,"Inestable porque existe landa = [10.3148, 10.3149]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-37),5,"Inestable porque existe landa = [-89.6651, -89.665]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-37.25),2,"Inestable porque existe landa = [-8.27224, -8.27223]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-37.25),3,"Inestable porque existe landa = [44.1333, 44.1334]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-37.25),5,"Inestable porque existe landa = [34.8345, 34.8346]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-37.5),2,"Inestable porque existe landa = [-8.34026, -8.34025]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-37.5),3,"Inestable porque existe landa = [-5.39695, -5.39694]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-37.5),4,"Estable porque existe landa = [-0.502336, -0.502335]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-37.75),2,"Inestable porque existe landa = [-8.40738, -8.40737]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-37.75),3,"Inestable porque existe landa = [45.2784, 45.2785]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-37.75),4,"Estable porque existe landa = [-0.327105, -0.327104]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-38),3,"Inestable porque existe landa = [-5.69647, -5.69645]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-38),4,"Inestable porque existe landa = [-293.818, -293.817]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-38.25),2,"Inestable porque existe landa = [-8.53899, -8.53898]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-38.25),3,"Inestable porque existe landa = [-5.84331, -5.8433]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-38.25),4,"Estable porque existe landa = [0.0389959, 0.038996]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-38.5),2,"Inestable porque existe landa = [-8.60351, -8.6035]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-38.5),3,"Inestable porque existe landa = [-5.98826, -5.98825]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-38.5),4,"Estable porque existe landa = [0.210181, 0.210182]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-38.5),5,"Inestable porque existe landa = [-132.73, -132.729]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-38.75),2,"Inestable porque existe landa = [-8.6672, -8.66719]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-38.75),3,"Inestable porque existe landa = [47.4994, 47.4996]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-38.75),4,"Inestable porque existe landa = [-306.42, -306.419]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-38.75),5,"Inestable porque existe landa = [45.7949, 45.795]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-39),2,"Inestable porque existe landa = [-8.73007, -8.73006]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-39),4,"Estable porque existe landa = [0.424231, 0.424232]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-39.25),3,"Inestable porque existe landa = [-6.41209, -6.41208]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-39.25),4,"Estable porque existe landa = [0.404372, 0.404373]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-39.25),5,"Inestable porque existe landa = [49.3332, 49.3333]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-39.5),2,"Inestable porque existe landa = [-8.85344, -8.85342]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-39.5),3,"Inestable porque existe landa = [-6.54981, -6.5498]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-39.5),4,"Estable porque existe landa = [0.296816, 0.296817]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-39.75),2,"Inestable porque existe landa = [-8.91395, -8.91394]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-39.75),3,"Inestable porque existe landa = [49.6329, 49.633]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-39.75),4,"Estable porque existe landa = [0.134692, 0.134693]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-39.75),5,"Inestable porque existe landa = [-166.908, -166.907]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-40),2,"Inestable porque existe landa = [-8.97371, -8.9737]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-40),3,"Inestable porque existe landa = [-6.82011, -6.8201]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-40),4,"Estable porque existe landa = [-0.0555866, -0.0555865]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-40),5,"Inestable porque existe landa = [2076.29, 2076.3]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-40.25),3,"Inestable porque existe landa = [-6.95276, -6.95274]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-40.25),4,"Estable porque existe landa = [-0.259822, -0.259821]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-40.5),2,"Inestable porque existe landa = [-9.09102, -9.09101]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-40.5),3,"Inestable porque existe landa = [-7.08377, -7.08376]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-40.5),4,"Estable porque existe landa = [-0.470892, -0.470891]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-40.5),5,"Inestable porque existe landa = [2137.21, 2137.22]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-40.75),2,"Inestable porque existe landa = [-9.1486, -9.14859]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-40.75),4,"Estable porque existe landa = [-0.685095, -0.685094]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-40.75),5,"Inestable porque existe landa = [2167.52, 2167.53]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-41),2,"Inestable porque existe landa = [-9.20547, -9.20546]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-41),3,"Inestable porque existe landa = [-7.34102, -7.34101]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-41),4,"Estable porque existe landa = [-0.900392, -0.900391]_com con |landa| < 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-41),5,"Inestable porque existe landa = [61.3599, 61.36]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-41.25),2,"Inestable porque existe landa = [-9.26166, -9.26165]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-41.25),3,"Inestable porque existe landa = [-7.46731, -7.4673]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-41.25),5,"Inestable porque existe landa = [-206.322, -206.321]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-41.5),2,"Inestable porque existe landa = [-9.31717, -9.31716]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-41.5),3,"Inestable porque existe landa = [-7.59209, -7.59208]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-41.5),4,"Inestable porque existe landa = [-1.32999, -1.32998]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-41.75),2,"Inestable porque existe landa = [-9.37201, -9.372]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-41.75),3,"Inestable porque existe landa = [-7.71538, -7.71537]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-41.75),4,"Inestable porque existe landa = [-1.54312, -1.54311]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-41.75),5,"Inestable porque existe landa = [-219.113, -219.112]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-42),2,"Inestable porque existe landa = [-9.4262, -9.42619]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-42),3,"Inestable porque existe landa = [54.1392, 54.1393]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-42),4,"Inestable porque existe landa = [-1.75468, -1.75467]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-42.25),2,"Inestable porque existe landa = [-9.47975, -9.47974]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-42.25),3,"Inestable porque existe landa = [54.6164, 54.6165]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-42.25),4,"Inestable porque existe landa = [-1.96449, -1.96448]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-42.5),3,"Inestable porque existe landa = [-8.07657, -8.07655]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-42.5),4,"Inestable porque existe landa = [-2.17241, -2.1724]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-42.75),2,"Inestable porque existe landa = [-9.58497, -9.58496]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-42.75),3,"Inestable porque existe landa = [-8.19415, -8.19414]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-42.75),4,"Inestable porque existe landa = [-2.37837, -2.37836]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-43),4,"Inestable porque existe landa = [-2.58232, -2.58231]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-43),5,"Inestable porque existe landa = [74.5106, 74.5107]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-43.25),2,"Inestable porque existe landa = [-9.68776, -9.68775]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-43.25),3,"Inestable porque existe landa = [-8.42526, -8.42525]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-43.25),4,"Inestable porque existe landa = [-2.78421, -2.7842]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-43.25),5,"Inestable porque existe landa = [2464.37, 2464.38]_com con |landa| > 1"
ExactReal{Float64}(-9.75),ExactReal{Float64}(-43.5),2,"Inestable porque existe landa = [-9.73827, -9.73826]_com con |landa| > 1"
